userId,movieId,tag,timestamp_x,rating,timestamp_y,title,genres
62,2124,black comedy,1525636847,5.0,1525636840.0,"Addams Family, The (1991)",Children|Comedy|Fantasy
62,2124,Christina Ricci,1525636867,5.0,1525636840.0,"Addams Family, The (1991)",Children|Comedy|Fantasy
62,2124,Christopher Lloyd,1525636859,5.0,1525636840.0,"Addams Family, The (1991)",Children|Comedy|Fantasy
62,2124,Family,1525636855,5.0,1525636840.0,"Addams Family, The (1991)",Children|Comedy|Fantasy
62,2124,gothic,1525636849,5.0,1525636840.0,"Addams Family, The (1991)",Children|Comedy|Fantasy
62,2124,quirky,1525636846,5.0,1525636840.0,"Addams Family, The (1991)",Children|Comedy|Fantasy
62,2953,family,1525636883,3.5,1525636880.0,Home Alone 2: Lost in New York (1992),Children|Comedy
62,2953,funny,1525636885,3.5,1525636880.0,Home Alone 2: Lost in New York (1992),Children|Comedy
62,2953,Macaulay Culkin,1525636890,3.5,1525636880.0,Home Alone 2: Lost in New York (1992),Children|Comedy
62,2953,sequel,1525636887,3.5,1525636880.0,Home Alone 2: Lost in New York (1992),Children|Comedy
62,3114,animation,1525636903,3.0,1525636897.0,Toy Story 2 (1999),Adventure|Animation|Children|Comedy|Fantasy
62,3114,Disney,1525636902,3.0,1525636897.0,Toy Story 2 (1999),Adventure|Animation|Children|Comedy|Fantasy
62,3114,funny,1525636913,3.0,1525636897.0,Toy Story 2 (1999),Adventure|Animation|Children|Comedy|Fantasy
62,3114,original,1525636917,3.0,1525636897.0,Toy Story 2 (1999),Adventure|Animation|Children|Comedy|Fantasy
62,3114,Pixar,1525636901,3.0,1525636897.0,Toy Story 2 (1999),Adventure|Animation|Children|Comedy|Fantasy
62,3114,sequel,1525636910,3.0,1525636897.0,Toy Story 2 (1999),Adventure|Animation|Children|Comedy|Fantasy
62,3114,Tom Hanks,1525636925,3.0,1525636897.0,Toy Story 2 (1999),Adventure|Animation|Children|Comedy|Fantasy
62,3578,ancient Rome,1528152504,4.5,1521489618.0,Gladiator (2000),Action|Adventure|Drama
62,3578,Epic,1528152469,4.5,1521489618.0,Gladiator (2000),Action|Adventure|Drama
62,3578,history,1528152467,4.5,1521489618.0,Gladiator (2000),Action|Adventure|Drama
62,3578,imdb top 250,1528152498,4.5,1521489618.0,Gladiator (2000),Action|Adventure|Drama
62,3578,revenge,1528152496,4.5,1521489618.0,Gladiator (2000),Action|Adventure|Drama
62,3578,Rome,1528152463,4.5,1521489618.0,Gladiator (2000),Action|Adventure|Drama
62,3578,Russell Crowe,1528152465,4.5,1521489618.0,Gladiator (2000),Action|Adventure|Drama
62,4223,Ed Harris,1528024869,4.5,1525125789.0,Enemy at the Gates (2001),Drama|War
62,4223,Jude Law,1528024854,4.5,1525125789.0,Enemy at the Gates (2001),Drama|War
62,4223,Rachel Weisz,1528024873,4.5,1525125789.0,Enemy at the Gates (2001),Drama|War
62,4223,sniper,1528024852,4.5,1525125789.0,Enemy at the Gates (2001),Drama|War
62,4223,World War II,1528024877,4.5,1525125789.0,Enemy at the Gates (2001),Drama|War
62,5388,Al Pacino,1530310809,4.5,1530310806.0,Insomnia (2002),Action|Crime|Drama|Mystery|Thriller
62,5388,atmospheric,1530310959,4.5,1530310806.0,Insomnia (2002),Action|Crime|Drama|Mystery|Thriller
62,5388,Hilary Swank,1530310952,4.5,1530310806.0,Insomnia (2002),Action|Crime|Drama|Mystery|Thriller
62,5388,Robin Williams,1530310811,4.5,1530310806.0,Insomnia (2002),Action|Crime|Drama|Mystery|Thriller
62,6058,sequel,1525555053,3.5,1525555043.0,Final Destination 2 (2003),Horror|Thriller
62,6058,violent,1525555051,3.5,1525555043.0,Final Destination 2 (2003),Horror|Thriller
62,6534,dogs,1525554096,3.5,1525553932.0,Hulk (2003),Action|Adventure|Sci-Fi
62,6534,Eric Bana,1525554086,3.5,1525553932.0,Hulk (2003),Action|Adventure|Sci-Fi
62,6534,mad scientist,1525554098,3.5,1525553932.0,Hulk (2003),Action|Adventure|Sci-Fi
62,6534,marvel,1525554100,3.5,1525553932.0,Hulk (2003),Action|Adventure|Sci-Fi
62,6541,captain nemo,1525554054,3.5,1525553960.0,"League of Extraordinary Gentlemen, The (a.k.a. LXG) (2003)",Action|Fantasy|Sci-Fi
62,6541,comic book,1525554028,3.5,1525553960.0,"League of Extraordinary Gentlemen, The (a.k.a. LXG) (2003)",Action|Fantasy|Sci-Fi
62,6541,gothic,1525554056,3.5,1525553960.0,"League of Extraordinary Gentlemen, The (a.k.a. LXG) (2003)",Action|Fantasy|Sci-Fi
62,6541,Peta Wilson,1525554040,3.5,1525553960.0,"League of Extraordinary Gentlemen, The (a.k.a. LXG) (2003)",Action|Fantasy|Sci-Fi
62,6541,Sean Connery,1525554026,3.5,1525553960.0,"League of Extraordinary Gentlemen, The (a.k.a. LXG) (2003)",Action|Fantasy|Sci-Fi
62,6541,superhero,1525554051,3.5,1525553960.0,"League of Extraordinary Gentlemen, The (a.k.a. LXG) (2003)",Action|Fantasy|Sci-Fi
62,6564,adventure,1525554439,3.5,1525554328.0,Lara Croft Tomb Raider: The Cradle of Life (2003),Action|Adventure|Comedy|Romance|Thriller
62,6564,Angelina Jolie,1525554432,3.5,1525554328.0,Lara Croft Tomb Raider: The Cradle of Life (2003),Action|Adventure|Comedy|Romance|Thriller
62,6564,heroine in tight suit,1525554441,3.5,1525554328.0,Lara Croft Tomb Raider: The Cradle of Life (2003),Action|Adventure|Comedy|Romance|Thriller
62,7153,Adventure,1528152558,5.0,1521488588.0,"Lord of the Rings: The Return of the King, The (2003)",Action|Adventure|Drama|Fantasy
62,7153,ensemble cast,1528152578,5.0,1521488588.0,"Lord of the Rings: The Return of the King, The (2003)",Action|Adventure|Drama|Fantasy
62,7153,fantasy,1528152556,5.0,1521488588.0,"Lord of the Rings: The Return of the King, The (2003)",Action|Adventure|Drama|Fantasy
62,7153,fantasy world,1528152571,5.0,1521488588.0,"Lord of the Rings: The Return of the King, The (2003)",Action|Adventure|Drama|Fantasy
62,7153,great soundtrack,1528152575,5.0,1521488588.0,"Lord of the Rings: The Return of the King, The (2003)",Action|Adventure|Drama|Fantasy
62,7153,lord of the rings,1528152581,5.0,1521488588.0,"Lord of the Rings: The Return of the King, The (2003)",Action|Adventure|Drama|Fantasy
62,7153,scenic,1528152580,5.0,1521488588.0,"Lord of the Rings: The Return of the King, The (2003)",Action|Adventure|Drama|Fantasy
62,7153,stylized,1528152577,5.0,1521488588.0,"Lord of the Rings: The Return of the King, The (2003)",Action|Adventure|Drama|Fantasy
62,7153,Tolkien,1528152561,5.0,1521488588.0,"Lord of the Rings: The Return of the King, The (2003)",Action|Adventure|Drama|Fantasy
62,8641,hilarious,1526249138,4.0,1521490412.0,Anchorman: The Legend of Ron Burgundy (2004),Comedy
62,8641,Steve Carell,1526249156,4.0,1521490412.0,Anchorman: The Legend of Ron Burgundy (2004),Comedy
62,8641,Will Ferrell,1526249135,4.0,1521490412.0,Anchorman: The Legend of Ron Burgundy (2004),Comedy
62,27660,animation,1525554490,4.5,1525554402.0,"Animatrix, The (2003)",Action|Animation|Drama|Sci-Fi
62,27660,anime,1525554488,4.5,1525554402.0,"Animatrix, The (2003)",Action|Animation|Drama|Sci-Fi
62,27660,cyberpunk,1525554486,4.5,1525554402.0,"Animatrix, The (2003)",Action|Animation|Drama|Sci-Fi
62,27660,dark,1525554500,4.5,1525554402.0,"Animatrix, The (2003)",Action|Animation|Drama|Sci-Fi
62,27660,Matrix,1525554493,4.5,1525554402.0,"Animatrix, The (2003)",Action|Animation|Drama|Sci-Fi
62,27660,sci-fi,1525554491,4.5,1525554402.0,"Animatrix, The (2003)",Action|Animation|Drama|Sci-Fi
62,27706,dark comedy,1526248598,4.0,1526248533.0,Lemony Snicket's A Series of Unfortunate Events (2004),Adventure|Children|Comedy|Fantasy
62,27706,Jim Carrey,1526248575,4.0,1526248533.0,Lemony Snicket's A Series of Unfortunate Events (2004),Adventure|Children|Comedy|Fantasy
62,27706,meryl streep,1526248580,4.0,1526248533.0,Lemony Snicket's A Series of Unfortunate Events (2004),Adventure|Children|Comedy|Fantasy
62,27706,quirky,1526248553,4.0,1526248533.0,Lemony Snicket's A Series of Unfortunate Events (2004),Adventure|Children|Comedy|Fantasy
62,27706,stylized,1526248601,4.0,1526248533.0,Lemony Snicket's A Series of Unfortunate Events (2004),Adventure|Children|Comedy|Fantasy
62,27808,Adam Sandler,1525554900,4.0,1525554894.0,Spanglish (2004),Comedy|Drama|Romance
62,27808,family,1525554919,4.0,1525554894.0,Spanglish (2004),Comedy|Drama|Romance
62,27808,sweet,1525554922,4.0,1525554894.0,Spanglish (2004),Comedy|Drama|Romance
62,27831,British gangster,1532723304,4.5,1532723284.0,Layer Cake (2004),Crime|Drama|Thriller
62,27831,confusing,1532723364,4.5,1532723284.0,Layer Cake (2004),Crime|Drama|Thriller
62,27831,daniel craig,1532723305,4.5,1532723284.0,Layer Cake (2004),Crime|Drama|Thriller
62,27831,Exquisite plotting.,1532723355,4.5,1532723284.0,Layer Cake (2004),Crime|Drama|Thriller
62,27831,organized crime,1532723369,4.5,1532723284.0,Layer Cake (2004),Crime|Drama|Thriller
62,27831,stylish,1532723356,4.5,1532723284.0,Layer Cake (2004),Crime|Drama|Thriller
62,27831,Tom Hardy,1532723359,4.5,1532723284.0,Layer Cake (2004),Crime|Drama|Thriller
62,31658,anime,1525869041,3.5,1525869033.0,Howl's Moving Castle (Hauru no ugoku shiro) (2004),Adventure|Animation|Fantasy|Romance
62,31658,fantasy world,1525869051,3.5,1525869033.0,Howl's Moving Castle (Hauru no ugoku shiro) (2004),Adventure|Animation|Fantasy|Romance
62,31658,Hayao Miyazaki,1525869046,3.5,1525869033.0,Howl's Moving Castle (Hauru no ugoku shiro) (2004),Adventure|Animation|Fantasy|Romance
62,31658,Studio Ghibli,1525869044,3.5,1525869033.0,Howl's Moving Castle (Hauru no ugoku shiro) (2004),Adventure|Animation|Fantasy|Romance
62,33162,David Thewlis,1525554605,4.0,1525554409.0,Kingdom of Heaven (2005),Action|Drama|Romance|War
62,33162,Eva Green,1525554550,4.0,1525554409.0,Kingdom of Heaven (2005),Action|Drama|Romance|War
62,33162,Liam Neeson,1525554577,4.0,1525554409.0,Kingdom of Heaven (2005),Action|Drama|Romance|War
62,33162,Orlando Bloom,1525554511,4.0,1525554409.0,Kingdom of Heaven (2005),Action|Drama|Romance|War
62,34150,Chris Evans,1525554141,3.0,1525553942.0,Fantastic Four (2005),Action|Adventure|Sci-Fi
62,34150,comic book,1525554003,3.0,1525553942.0,Fantastic Four (2005),Action|Adventure|Sci-Fi
62,34150,heroine in tight suit,1525554138,3.0,1525553942.0,Fantastic Four (2005),Action|Adventure|Sci-Fi
62,34150,Jessica Alba,1525554127,3.0,1525553942.0,Fantastic Four (2005),Action|Adventure|Sci-Fi
62,34150,sexy female scientist,1525554144,3.0,1525553942.0,Fantastic Four (2005),Action|Adventure|Sci-Fi
62,34150,superhero,1525553977,3.0,1525553942.0,Fantastic Four (2005),Action|Adventure|Sci-Fi
62,37729,gothic,1530310527,4.0,1530310521.0,Corpse Bride (2005),Animation|Comedy|Fantasy|Musical|Romance
62,37729,helena bonham carter,1530310534,4.0,1530310521.0,Corpse Bride (2005),Animation|Comedy|Fantasy|Musical|Romance
62,37729,Johnny Depp,1530310529,4.0,1530310521.0,Corpse Bride (2005),Animation|Comedy|Fantasy|Musical|Romance
62,37729,Tim Burton,1530310526,4.0,1530310521.0,Corpse Bride (2005),Animation|Comedy|Fantasy|Musical|Romance
62,37729,visually appealing,1530310541,4.0,1530310521.0,Corpse Bride (2005),Animation|Comedy|Fantasy|Musical|Romance
62,38061,black comedy,1532723380,4.0,1532723298.0,Kiss Kiss Bang Bang (2005),Comedy|Crime|Mystery|Thriller
62,38061,clever,1532723403,4.0,1532723298.0,Kiss Kiss Bang Bang (2005),Comedy|Crime|Mystery|Thriller
62,38061,fast-paced dialogue,1532723406,4.0,1532723298.0,Kiss Kiss Bang Bang (2005),Comedy|Crime|Mystery|Thriller
62,38061,good dialogue,1532723428,4.0,1532723298.0,Kiss Kiss Bang Bang (2005),Comedy|Crime|Mystery|Thriller
62,38061,Robert Downey Jr.,1532723408,4.0,1532723298.0,Kiss Kiss Bang Bang (2005),Comedy|Crime|Mystery|Thriller
62,38061,witty,1532723402,4.0,1532723298.0,Kiss Kiss Bang Bang (2005),Comedy|Crime|Mystery|Thriller
62,45447,adventure,1525637064,3.5,1525637057.0,"Da Vinci Code, The (2006)",Drama|Mystery|Thriller
62,45447,Audrey Tautou,1525637075,3.5,1525637057.0,"Da Vinci Code, The (2006)",Drama|Mystery|Thriller
62,45447,conspiracy theory,1525637062,3.5,1525637057.0,"Da Vinci Code, The (2006)",Drama|Mystery|Thriller
62,45447,Mystery,1525637081,3.5,1525637057.0,"Da Vinci Code, The (2006)",Drama|Mystery|Thriller
62,45447,Paris,1525637079,3.5,1525637057.0,"Da Vinci Code, The (2006)",Drama|Mystery|Thriller
62,45447,Tom Hanks,1525637067,3.5,1525637057.0,"Da Vinci Code, The (2006)",Drama|Mystery|Thriller
62,45447,treasure hunt,1525637084,3.5,1525637057.0,"Da Vinci Code, The (2006)",Drama|Mystery|Thriller
62,46723,Brad Pitt,1525554217,3.0,1525554190.0,Babel (2006),Drama|Thriller
62,46723,cate blanchett,1525554227,3.0,1525554190.0,Babel (2006),Drama|Thriller
62,46723,multiple storylines,1525554215,3.0,1525554190.0,Babel (2006),Drama|Thriller
62,46723,social commentary,1525554246,3.0,1525554190.0,Babel (2006),Drama|Thriller
62,46972,Ben Stiller,1525554254,4.0,1525554198.0,Night at the Museum (2006),Action|Comedy|Fantasy|IMAX
62,46972,Robin Williams,1525554255,4.0,1525554198.0,Night at the Museum (2006),Action|Comedy|Fantasy|IMAX
62,46976,emma thompson,1536874692,4.0,1536874645.0,Stranger than Fiction (2006),Comedy|Drama|Fantasy|Romance
62,46976,Maggie Gyllenhaal,1536874655,4.0,1536874645.0,Stranger than Fiction (2006),Comedy|Drama|Fantasy|Romance
62,46976,modern fantasy,1536874658,4.0,1536874645.0,Stranger than Fiction (2006),Comedy|Drama|Fantasy|Romance
62,46976,romance,1536874651,4.0,1536874645.0,Stranger than Fiction (2006),Comedy|Drama|Fantasy|Romance
62,46976,surreal,1536874662,4.0,1536874645.0,Stranger than Fiction (2006),Comedy|Drama|Fantasy|Romance
62,46976,Will Ferrell,1536874653,4.0,1536874645.0,Stranger than Fiction (2006),Comedy|Drama|Fantasy|Romance
62,49130,Marion Cotillard,1526582371,4.0,1526582362.0,"Good Year, A (2006)",Comedy|Drama|Romance
62,49530,Africa,1536874706,4.5,1536874696.0,Blood Diamond (2006),Action|Adventure|Crime|Drama|Thriller|War
62,49530,corruption,1536874704,4.5,1536874696.0,Blood Diamond (2006),Action|Adventure|Crime|Drama|Thriller|War
62,49530,Jennifer Connelly,1536874701,4.5,1536874696.0,Blood Diamond (2006),Action|Adventure|Crime|Drama|Thriller|War
62,49530,justice,1536874709,4.5,1536874696.0,Blood Diamond (2006),Action|Adventure|Crime|Drama|Thriller|War
62,49530,Leonardo DiCaprio,1536874698,4.5,1536874696.0,Blood Diamond (2006),Action|Adventure|Crime|Drama|Thriller|War
62,53464,bad acting,1525554797,3.0,1525554739.0,Fantastic Four: Rise of the Silver Surfer (2007),Action|Adventure|Sci-Fi
62,53464,bad jokes,1525554811,3.0,1525554739.0,Fantastic Four: Rise of the Silver Surfer (2007),Action|Adventure|Sci-Fi
62,53464,bad plot,1525554822,3.0,1525554739.0,Fantastic Four: Rise of the Silver Surfer (2007),Action|Adventure|Sci-Fi
62,53464,Chris Evans,1525554807,3.0,1525554739.0,Fantastic Four: Rise of the Silver Surfer (2007),Action|Adventure|Sci-Fi
62,53464,Jessica Alba,1525554794,3.0,1525554739.0,Fantastic Four: Rise of the Silver Surfer (2007),Action|Adventure|Sci-Fi
62,53464,Marvel,1525554792,3.0,1525554739.0,Fantastic Four: Rise of the Silver Surfer (2007),Action|Adventure|Sci-Fi
62,53464,sexy female scientist,1525554813,3.0,1525554739.0,Fantastic Four: Rise of the Silver Surfer (2007),Action|Adventure|Sci-Fi
62,58047,Rachel Weisz,1528909364,3.5,1528909343.0,"Definitely, Maybe (2008)",Comedy|Drama|Romance
62,58047,Ryan Reynolds,1528909347,3.5,1528909343.0,"Definitely, Maybe (2008)",Comedy|Drama|Romance
62,59501,fantasy,1525637507,4.0,1525637504.0,"Chronicles of Narnia: Prince Caspian, The (2008)",Adventure|Children|Fantasy
62,59501,lion,1525637517,4.0,1525637504.0,"Chronicles of Narnia: Prince Caspian, The (2008)",Adventure|Children|Fantasy
62,59501,narnia,1525637508,4.0,1525637504.0,"Chronicles of Narnia: Prince Caspian, The (2008)",Adventure|Children|Fantasy
62,59501,Tilda Swinton,1525637603,4.0,1525637504.0,"Chronicles of Narnia: Prince Caspian, The (2008)",Adventure|Children|Fantasy
62,60074,bad script,1525554116,3.0,1525553927.0,Hancock (2008),Action|Adventure|Comedy|Crime|Fantasy
62,60074,Charlize Theron,1525554121,3.0,1525553927.0,Hancock (2008),Action|Adventure|Comedy|Crime|Fantasy
62,60074,Will Smith,1525554107,3.0,1525553927.0,Hancock (2008),Action|Adventure|Comedy|Crime|Fantasy
62,60126,Anne Hathaway,1527004240,3.0,1527004227.0,Get Smart (2008),Action|Comedy
62,60126,Steve Carell,1527004238,3.0,1527004227.0,Get Smart (2008),Action|Comedy
62,60756,comedy,1528934384,3.5,1528934376.0,Step Brothers (2008),Comedy
62,60756,funny,1528934381,3.5,1528934376.0,Step Brothers (2008),Comedy
62,60756,will ferrell,1528934379,3.5,1528934376.0,Step Brothers (2008),Comedy
62,61024,comedy,1528934218,4.0,1528934209.0,Pineapple Express (2008),Action|Comedy|Crime
62,61024,James Franco,1528934214,4.0,1528934209.0,Pineapple Express (2008),Action|Comedy|Crime
62,61024,Seth Rogen,1528934216,4.0,1528934209.0,Pineapple Express (2008),Action|Comedy|Crime
62,61024,Stoner Movie,1528934219,4.0,1528934209.0,Pineapple Express (2008),Action|Comedy|Crime
62,63992,audience intelligence underestimated,1528934237,1.0,1528934225.0,Twilight (2008),Drama|Fantasy|Romance|Thriller
62,63992,boring,1528934241,1.0,1528934225.0,Twilight (2008),Drama|Fantasy|Romance|Thriller
62,63992,chick flick,1528934247,1.0,1528934225.0,Twilight (2008),Drama|Fantasy|Romance|Thriller
62,63992,overrated,1528934240,1.0,1528934225.0,Twilight (2008),Drama|Fantasy|Romance|Thriller
62,63992,Teen movie,1528934233,1.0,1528934225.0,Twilight (2008),Drama|Fantasy|Romance|Thriller
62,68848,Adrien Brody,1527274305,4.0,1527274282.0,"Brothers Bloom, The (2008)",Adventure|Comedy|Crime|Romance
62,68848,con artists,1527274320,4.0,1527274282.0,"Brothers Bloom, The (2008)",Adventure|Comedy|Crime|Romance
62,68848,funny,1527274322,4.0,1527274282.0,"Brothers Bloom, The (2008)",Adventure|Comedy|Crime|Romance
62,68848,interesting characters,1527274324,4.0,1527274282.0,"Brothers Bloom, The (2008)",Adventure|Comedy|Crime|Romance
62,68848,Mark Ruffalo,1527274316,4.0,1527274282.0,"Brothers Bloom, The (2008)",Adventure|Comedy|Crime|Romance
62,68848,Rachel Weisz,1527274311,4.0,1527274282.0,"Brothers Bloom, The (2008)",Adventure|Comedy|Crime|Romance
62,71535,Bill Murray,1529777198,3.5,1529777113.0,Zombieland (2009),Action|Comedy|Horror
62,71535,dark comedy,1529777189,3.5,1529777113.0,Zombieland (2009),Action|Comedy|Horror
62,71535,Emma Stone,1529777192,3.5,1529777113.0,Zombieland (2009),Action|Comedy|Horror
62,71535,funny,1529777194,3.5,1529777113.0,Zombieland (2009),Action|Comedy|Horror
62,71535,Jesse Eisenberg,1529777186,3.5,1529777113.0,Zombieland (2009),Action|Comedy|Horror
62,71535,Woody Harrelson,1529777129,3.5,1529777113.0,Zombieland (2009),Action|Comedy|Horror
62,87430,audience intelligence underestimated,1525555172,3.5,1525555156.0,Green Lantern (2011),Action|Adventure|Sci-Fi
62,87430,CGI,1525555168,3.5,1525555156.0,Green Lantern (2011),Action|Adventure|Sci-Fi
62,87430,cheesy,1525555170,3.5,1525555156.0,Green Lantern (2011),Action|Adventure|Sci-Fi
62,87430,comic book,1525555164,3.5,1525555156.0,Green Lantern (2011),Action|Adventure|Sci-Fi
62,87430,DC,1525555176,3.5,1525555156.0,Green Lantern (2011),Action|Adventure|Sci-Fi
62,87430,DC Comics,1525555184,3.5,1525555156.0,Green Lantern (2011),Action|Adventure|Sci-Fi
62,87430,Ryan Reynolds,1525555162,3.5,1525555156.0,Green Lantern (2011),Action|Adventure|Sci-Fi
62,87430,space,1525555182,3.5,1525555156.0,Green Lantern (2011),Action|Adventure|Sci-Fi
62,87430,superhero,1525555181,3.5,1525555156.0,Green Lantern (2011),Action|Adventure|Sci-Fi
62,88405,comedy,1525554879,3.5,1525554858.0,Friends with Benefits (2011),Comedy|Romance
62,88405,funny,1525554868,3.5,1525554858.0,Friends with Benefits (2011),Comedy|Romance
62,88405,happy ending,1525554872,3.5,1525554858.0,Friends with Benefits (2011),Comedy|Romance
62,88405,HOT actress,1525554880,3.5,1525554858.0,Friends with Benefits (2011),Comedy|Romance
62,88405,Justin Timberlake,1525554873,3.5,1525554858.0,Friends with Benefits (2011),Comedy|Romance
62,88405,Mila Kunis,1525554861,3.5,1525554858.0,Friends with Benefits (2011),Comedy|Romance
62,88405,New York City,1525554866,3.5,1525554858.0,Friends with Benefits (2011),Comedy|Romance
62,88405,romance,1525554883,3.5,1525554858.0,Friends with Benefits (2011),Comedy|Romance
62,88405,sex,1525554864,3.5,1525554858.0,Friends with Benefits (2011),Comedy|Romance
62,96861,Istanbul,1529611262,3.5,1529611221.0,Taken 2 (2012),Action|Crime|Drama|Thriller
62,96861,Liam Neeson,1529611250,3.5,1529611221.0,Taken 2 (2012),Action|Crime|Drama|Thriller
62,96861,predictable,1529611266,3.5,1529611221.0,Taken 2 (2012),Action|Crime|Drama|Thriller
62,96861,Turkey,1529611256,3.5,1529611221.0,Taken 2 (2012),Action|Crime|Drama|Thriller
62,96861,unnecessary sequel,1529611269,3.5,1529611221.0,Taken 2 (2012),Action|Crime|Drama|Thriller
62,99114,action,1526078792,5.0,1521488759.0,Django Unchained (2012),Action|Drama|Western
